"sample.id","lab.id.x","method","cas.number","analyte","result","units","dilution","result.reported.to","mdl","rl","report.basis","percent.moisture","percent.solid","non.detect","duplicate","location.name","treatment.name","method.name","event.type","lab.id.y","matrix","collected","received","hold","flag"
"AV-CT1-01-OT-LC","HS23061142-01","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",442,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","ISCO","Outflow","-01","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT1-01-OT-LC-D","HS23061142-02","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",4,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","ISCO","Outflow","-02","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT1-01-OT-LC-D","HS23061142-02","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.83,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","ISCO","Outflow","-02","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT1-01-OT-LC-D","HS23061142-02","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","ISCO","Outflow","-02","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT1-01-OT-LC-D","HS23061142-02","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","ISCO","Outflow","-02","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT1-01-OT-LC-D","HS23061142-02","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.972,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","ISCO","Outflow","-02","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT1-01-OT-LC-D","HS23061142-02","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",490,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","ISCO","Outflow","-02","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST1-01-OT-LC","HS23061142-03","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.9,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST1","ISCO","Outflow","-03","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST1-01-OT-LC","HS23061142-03","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.31,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST1","ISCO","Outflow","-03","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST1-01-OT-LC","HS23061142-03","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST1","ISCO","Outflow","-03","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST1-01-OT-LC","HS23061142-03","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST1","ISCO","Outflow","-03","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST1-01-OT-LC","HS23061142-03","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.704,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST1","ISCO","Outflow","-03","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST1-01-OT-LC","HS23061142-03","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",538,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST1","ISCO","Outflow","-03","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST1-01-OT-LC-D","HS23061142-04","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.5,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST1","ISCO","Outflow","-04","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST1-01-OT-LC-D","HS23061142-04","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.33,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST1","ISCO","Outflow","-04","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST1-01-OT-LC-D","HS23061142-04","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST1","ISCO","Outflow","-04","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST1-01-OT-LC-D","HS23061142-04","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST1","ISCO","Outflow","-04","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST1-01-OT-LC-D","HS23061142-04","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",1.09,"mg/L",2,"RL",0.04,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST1","ISCO","Outflow","-04","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST1-01-OT-LC-D","HS23061142-04","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",542,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST1","ISCO","Outflow","-04","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT2-01-OT-LC","HS23061142-05","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.9,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-05","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT2-01-OT-LC","HS23061142-05","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.17,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-05","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT2-01-OT-LC","HS23061142-05","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-05","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT2-01-OT-LC","HS23061142-05","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-05","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT2-01-OT-LC","HS23061142-05","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.65,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-05","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT2-01-OT-LC","HS23061142-05","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",526,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-05","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT2-01-OT-LC-D","HS23061142-06","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.7,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-06","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT2-01-OT-LC-D","HS23061142-06","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.17,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-06","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT2-01-OT-LC-D","HS23061142-06","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-06","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT2-01-OT-LC-D","HS23061142-06","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-06","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT2-01-OT-LC-D","HS23061142-06","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.564,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-06","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT2-01-OT-LC-D","HS23061142-06","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",534,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-06","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-LC","HS23061142-07","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.6,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-07","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-LC","HS23061142-07","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.16,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-07","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-LC","HS23061142-07","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-07","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-LC","HS23061142-07","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-07","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-LC","HS23061142-07","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.869,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-07","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-LC","HS23061142-07","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",522,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-07","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-LC-D","HS23061142-08","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.6,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-08","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-LC-D","HS23061142-08","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.2,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-08","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-LC-D","HS23061142-08","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-08","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-LC-D","HS23061142-08","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-08","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-LC-D","HS23061142-08","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.612,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-08","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-LC-D","HS23061142-08","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",522,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-08","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-ISC","HS23061142-09","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.8,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-09","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-ISC","HS23061142-09","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.24,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-09","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-ISC","HS23061142-09","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-09","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-ISC","HS23061142-09","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-09","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-ISC","HS23061142-09","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",1.01,"mg/L",2,"RL",0.04,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-09","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-ISC","HS23061142-09","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",598,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-09","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-ISC-D","HS23061142-10","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",5.4,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-10","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-ISC-D","HS23061142-10","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.24,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-10","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-ISC-D","HS23061142-10","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-10","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-ISC-D","HS23061142-10","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-10","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-ISC-D","HS23061142-10","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.797,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-10","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-ST2-01-OT-ISC-D","HS23061142-10","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",588,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-10","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-IN-GB","HS23061142-11","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",3.6,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"ISCO","Inflow","-11","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-IN-GB","HS23061142-11","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.2,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"ISCO","Inflow","-11","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-IN-GB","HS23061142-11","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"ISCO","Inflow","-11","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-IN-GB","HS23061142-11","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"ISCO","Inflow","-11","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-IN-GB","HS23061142-11","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.544,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"ISCO","Inflow","-11","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-IN-GB","HS23061142-11","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",678,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"ISCO","Inflow","-11","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-BK","HS23061142-12","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.2,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,NA,"Point Sample","-12","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-BK","HS23061142-12","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.122,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,NA,"Point Sample","-12","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-BK","HS23061142-12","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0.107,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,NA,"Point Sample","-12","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-BK","HS23061142-12","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,NA,"Point Sample","-12","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-BK","HS23061142-12","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,NA,"Point Sample","-12","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-BK","HS23061142-12","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",0,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,NA,"Point Sample","-12","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-IN-GB-D","HS23061142-13","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",4.3,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR",NA,"ISCO","Inflow","-13","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-IN-GB-D","HS23061142-13","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.21,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR",NA,"ISCO","Inflow","-13","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-IN-GB-D","HS23061142-13","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR",NA,"ISCO","Inflow","-13","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-IN-GB-D","HS23061142-13","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR",NA,"ISCO","Inflow","-13","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-IN-GB-D","HS23061142-13","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.833,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR",NA,"ISCO","Inflow","-13","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-01-IN-GB-D","HS23061142-13","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",674,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,TRUE,"AVRC STAR",NA,"ISCO","Inflow","-13","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT1-01-OT-LC-4",NA,"EPA150.1",NA,"pH",7.8,"pH",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","CT1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT1-01-OT-LC-4-D",NA,"EPA150.1",NA,"pH",7.79,"pH",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","CT1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST1-01-OT-LC-4",NA,"EPA150.1",NA,"pH",7.88,"pH",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST1-01-OT-LC-4-D",NA,"EPA150.1",NA,"pH",7.94,"pH",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-LC-4",NA,"EPA150.1",NA,"pH",8.05,"pH",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-LC-4-D",NA,"EPA150.1",NA,"pH",8.01,"pH",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT2-01-OT-LC-4",NA,"EPA150.1",NA,"pH",8.06,"pH",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","CT2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT2-01-OT-LC-4-D",NA,"EPA150.1",NA,"pH",8.03,"pH",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","CT2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-ISC-4",NA,"EPA150.1",NA,"pH",7.93,"pH",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-ISC-4-D",NA,"EPA150.1",NA,"pH",7.99,"pH",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-01-IN-GB-4",NA,"EPA150.1",NA,"pH",8.03,"pH",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR",NA,"ISCO","Inflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-01-IN-GB-4-D",NA,"EPA150.1",NA,"pH",8.03,"pH",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR",NA,"ISCO","Inflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT1-01-OT-LC-4",NA,"EPA160.2",NA,"TSS",2183.33333333333,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","CT1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
